,index,country_or_region,province_or_state,state_and_country,date,daily_new_cases,running_total_cases,running_total_cases_prev_day,daily_new_deaths,running_total_deaths,running_total_deaths_prev_day,data_source,lat,long,first_case_state_rank,first_case_country_rank,hundred_case_state_rank,hundred_case_country_rank,country_code_2,country_code_3,country_population_2018,country_median_age,country_running_agg,days_since_outbreak,daily_cases_pctchange,daily_cases_pctchange_roll7day
9884,22130,US,Not Provided,Not Provided-US,2020-04-11,29861.0,526396,496535.0,2009.0,24342,22333.0,JHU,37.0902,-95.7129,77.0,77.0,40.0,40.0,US,USA,327167434.0,38.1,526396,48.0,-0.11536068730558435,-0.011772775226241967
9885,22131,US,Not Provided,Not Provided-US,2020-04-12,28917.0,555313,526396.0,1744.0,26086,24342.0,JHU,37.0902,-95.7129,78.0,78.0,41.0,41.0,US,USA,327167434.0,38.1,555313,49.0,-0.03161314088610567,0.005734316905252644
9886,22132,US,Not Provided,Not Provided-US,2020-04-13,25306.0,580619,555313.0,1784.0,27870,26086.0,JHU,37.0902,-95.7129,79.0,79.0,42.0,42.0,US,USA,327167434.0,38.1,580619,50.0,-0.12487464121451053,-0.019021452283797098
9887,22133,US,Not Provided,Not Provided-US,2020-04-14,27051.0,607670,580619.0,2392.0,30262,27870.0,JHU,37.0902,-95.7129,80.0,80.0,43.0,43.0,US,USA,327167434.0,38.1,607670,51.0,0.06895597881925242,-0.015409556565638123
9888,22134,US,Not Provided,Not Provided-US,2020-04-15,28680.0,636350,607670.0,2472.0,32734,30262.0,JHU,37.0902,-95.7129,81.0,81.0,44.0,44.0,US,USA,327167434.0,38.1,636350,52.0,0.06021958522790283,-0.010187581203624285
9889,22135,US,Not Provided,Not Provided-US,2020-04-16,31242.0,667592,636350.0,2093.0,34827,32734.0,JHU,37.0902,-95.7129,82.0,82.0,45.0,45.0,US,USA,327167434.0,38.1,667592,53.0,0.08933054393305428,-0.009173405388532618
9890,22136,US,Not Provided,Not Provided-US,2020-04-17,32114.0,699706,667592.0,2584.0,37411,34827.0,JHU,37.0902,-95.7129,83.0,83.0,46.0,46.0,US,USA,327167434.0,38.1,699706,54.0,0.027911145253184833,-0.003633030881829789
9891,22137,US,Not Provided,Not Provided-US,2020-04-18,32491.0,732197,699706.0,2342.0,39753,37411.0,JHU,37.0902,-95.7129,84.0,84.0,47.0,47.0,US,USA,327167434.0,38.1,732197,55.0,0.01173942828672847,0.014524128488500614
9892,22138,US,Not Provided,Not Provided-US,2020-04-19,26612.0,758809,732197.0,1192.0,40945,39753.0,JHU,37.0902,-95.7129,85.0,85.0,48.0,48.0,US,USA,327167434.0,38.1,758809,56.0,-0.18094241482256623,-0.006808624930993752
9893,22139,US,Not Provided,Not Provided-US,2020-04-20,25517.0,784326,758809.0,1714.0,42659,40945.0,JHU,37.0902,-95.7129,86.0,86.0,49.0,49.0,US,USA,327167434.0,38.1,784326,57.0,-0.04114685104464155,0.0051524879504161025
9894,22140,US,Not Provided,Not Provided-US,2020-04-21,27539.0,811865,784326.0,2427.0,45086,42659.0,JHU,37.0902,-95.7129,87.0,87.0,50.0,50.0,US,USA,327167434.0,38.1,811865,58.0,0.07924129012031189,0.006621818136281742
9895,22141,US,Not Provided,Not Provided-US,2020-04-22,28486.0,840351,811865.0,2326.0,47412,45086.0,JHU,37.0902,-95.7129,88.0,88.0,51.0,51.0,US,USA,327167434.0,38.1,840351,59.0,0.03438759577326711,0.002931533928476639
9896,22142,US,Not Provided,Not Provided-US,2020-04-23,28819.0,869170,840351.0,2312.0,49724,47412.0,JHU,37.0902,-95.7129,89.0,89.0,52.0,52.0,US,USA,327167434.0,38.1,869170,60.0,0.011689952959348382,-0.008159979067767062
9897,22143,US,Not Provided,Not Provided-US,2020-04-24,36188.0,905358,869170.0,1769.0,51493,49724.0,JHU,37.0902,-95.7129,90.0,90.0,53.0,53.0,US,USA,327167434.0,38.1,905358,61.0,0.25569936500225543,0.024381195182100166
9898,22144,US,Not Provided,Not Provided-US,2020-04-25,32796.0,938154,905358.0,2262.0,53755,51493.0,JHU,37.0902,-95.7129,91.0,91.0,54.0,54.0,US,USA,327167434.0,38.1,938154,62.0,-0.09373272908146346,0.00931374412950132
9899,22145,US,Not Provided,Not Provided-US,2020-04-26,27631.0,965785,938154.0,1126.0,54881,53755.0,JHU,37.0902,-95.7129,92.0,92.0,55.0,55.0,US,USA,327167434.0,38.1,965785,63.0,-0.15748871813635812,0.01266427222753105
9900,22146,US,Not Provided,Not Provided-US,2020-04-27,22412.0,988197,965785.0,1378.0,56259,54881.0,JHU,37.0902,-95.7129,93.0,93.0,56.0,56.0,US,USA,327167434.0,38.1,988197,64.0,-0.1888820527668199,-0.008440756589923002
9901,22147,US,Not Provided,Not Provided-US,2020-04-28,24385.0,1012582,988197.0,2096.0,58355,56259.0,JHU,37.0902,-95.7129,94.0,94.0,57.0,57.0,US,USA,327167434.0,38.1,1012582,65.0,0.08803319650187391,-0.00718476996398557
