region,date,day1_count,daily_new_cases,running_total_cases,daily_new_deaths,running_total_deaths,country_population_2018,country_median_age
Yukon-Canada,4/14/20,20,0,8,0,0,37058856,42.2
Yukon-Canada,4/15/20,21,0,8,0,0,37058856,42.2
Yukon-Canada,4/16/20,22,0,8,0,0,37058856,42.2
Yukon-Canada,4/17/20,23,0,8,0,0,37058856,42.2
Yukon-Canada,4/18/20,24,1,9,0,0,37058856,42.2
Yukon-Canada,4/19/20,25,0,9,0,0,37058856,42.2
Yukon-Canada,4/20/20,26,2,11,0,0,37058856,42.2
Yukon-Canada,4/21/20,27,0,11,0,0,37058856,42.2
Yukon-Canada,4/22/20,28,0,11,0,0,37058856,42.2
Yukon-Canada,4/23/20,29,0,11,0,0,37058856,42.2
Yukon-Canada,4/24/20,30,0,11,0,0,37058856,42.2
Yukon-Canada,4/25/20,31,0,11,0,0,37058856,42.2
Yukon-Canada,4/26/20,32,0,11,0,0,37058856,42.2
Yukon-Canada,4/27/20,33,0,11,0,0,37058856,42.2
Yukon-Canada,4/28/20,34,0,11,0,0,37058856,42.2
